Ensembl,Symbol,Disease_1,Disease_2,Disease_3
ENSG00000183023,SLC8A1,29,21,13
ENSG00000205086,C2orf91,10,15,9
ENSG00000162878,PKDCC,2,3,35
ENSG00000143924,EML4,475,391,637
ENSG00000115944,COX7A2L,480,374,307
ENSG00000171126,KCNG3,0,0,0
ENSG00000057935,MTA3,49,41,104
ENSG00000162881,OXER1,77,76,56
ENSG00000162882,HAAO,1849,1501,446
ENSG00000152518,ZFP36L2,376,317,159
ENSG00000115970,THADA,58,54,32
ENSG00000152527,PLEKHH2,25,23,15
ENSG00000138036,DYNC2LI1,48,49,57
ENSG00000138075,ABCG5,273,224,367
ENSG00000143921,ABCG8,228,196,178
ENSG00000138095,LRPPRC,266,221,180
ENSG00000138032,PPM1B,190,167,223
ENSG00000138079,SLC3A1,93,75,32
ENSG00000138078,PREPL,133,139,63
ENSG00000143919,CAMKMT,3,1,11
ENSG00000138083,SIX3,0,78,2
ENSG00000170577,SIX2,0,0,0
ENSG00000068784,SRBD1,92,76,53
ENSG00000171132,PRKCE,160,135,140
ENSG00000116016,EPAS1,1032,804,1080
ENSG00000250565,ATP6V1E2,0,0,3
ENSG00000119729,RHOQ,41,24,37
ENSG00000151665,PIGF,28,19,21
ENSG00000119878,CRIPT,72,46,54
ENSG00000171150,SOCS5,15,17,161
ENSG00000180398,MCFD2,420,395,205
ENSG00000068724,TTC7A,59,65,34
ENSG00000239605,STPG4,0,2,3
ENSG00000273269,STPG4,25,22,20
ENSG00000143933,CALM2,950,735,1248
ENSG00000119888,EPCAM,23,20,1
ENSG00000095002,MSH2,24,25,60
ENSG00000184261,KCNK12,1,2,0
ENSG00000116062,MSH6,201,177,178
ENSG00000138081,FBXO11,143,121,162
ENSG00000170802,FOXN2,39,42,36
ENSG00000162869,PPP1R21,92,66,25
ENSG00000243244,STON1,31,23,23
ENSG00000068781,STON1-GTF2A1L,5,2,0
ENSG00000279956,AC073082.1,12,5,6
ENSG00000138039,LHCGR,0,0,0
ENSG00000179915,NRXN1,1,3,1
ENSG00000115239,ASB3,186,160,114
ENSG00000270898,GPR75-ASB3,45,52,8
ENSG00000143942,CHAC2,1,1,11
ENSG00000068912,ERLEC1,186,157,327
ENSG00000119737,GPR75,37,32,39
ENSG00000068878,PSME4,328,306,272
ENSG00000170634,ACYP2,108,78,44
ENSG00000115306,SPTBN1,1338,1069,1596
ENSG00000214595,EML6,26,25,32
ENSG00000115310,RTN4,1901,1662,744
ENSG00000162994,CLHC1,3,4,4
ENSG00000143947,RPS27A,1151,1100,1677
ENSG00000085760,MTIF2,115,102,61
ENSG00000115355,CCDC88A,109,94,192
ENSG00000163001,CFAP36,34,33,16
ENSG00000275052,PPP4R3B,174,134,164
ENSG00000138035,PNPT1,75,63,81
ENSG00000115380,EFEMP1,8,3,0
ENSG00000055813,CCDC85A,0,0,0
ENSG00000028116,VRK2,37,28,29
ENSG00000115392,FANCL,67,60,73
ENSG00000119866,BCL11A,4,13,13
ENSG00000115421,PAPOLG,24,24,12
ENSG00000162924,REL,419,377,522
ENSG00000162927,PUS10,59,60,34
ENSG00000162928,PEX13,116,69,89
ENSG00000162929,KIAA1841,23,13,39
ENSG00000237651,C2orf74,112,101,20
ENSG00000173209,AHSA2,256,208,286
ENSG00000115464,USP34,249,181,275
ENSG00000082898,XPO1,181,128,319
ENSG00000170264,FAM161A,30,34,25
ENSG00000115484,CCT4,238,187,243
ENSG00000173163,COMMD1,273,248,318
ENSG00000170340,B3GNT2,46,43,50
ENSG00000186889,TMEM17,16,20,32
ENSG00000115504,EHBP1,153,139,114
ENSG00000115507,OTX1,0,0,4
ENSG00000143951,WDPCP,212,168,182
ENSG00000014641,MDH1,443,434,230
ENSG00000169764,UGP2,2384,2033,791
ENSG00000143952,VPS54,63,45,92
ENSG00000197329,PELI1,37,24,36
ENSG00000119862,LGALSL,28,25,42
ENSG00000119844,AFTPH,126,102,135
ENSG00000179833,SERTAD2,87,104,90
ENSG00000115902,SLC1A4,15,26,109
ENSG00000011523,CEP68,87,69,82
ENSG00000138069,RAB1A,327,262,340
ENSG00000138071,ACTR2,345,287,342
ENSG00000198369,SPRED2,190,160,40
ENSG00000143995,MEIS1,0,20,0
ENSG00000143971,ETAA1,19,24,36
ENSG00000197223,C1D,162,126,112
ENSG00000243667,WDR92,20,19,34
ENSG00000273398,AC017083.4,24,22,33
ENSG00000115946,PNO1,31,27,26
ENSG00000221823,PPP3R1,55,55,53
ENSG00000119865,CNRIP1,46,39,3
ENSG00000115956,PLEK,22,21,39
ENSG00000204923,FBXO48,73,69,61
ENSG00000169621,APLF,7,4,30
ENSG00000169618,PROKR1,0,0,0
ENSG00000163219,ARHGAP25,20,26,14
ENSG00000163217,BMP10,0,0,0
ENSG00000183607,GKN2,0,0,0
ENSG00000169605,GKN1,0,0,0
ENSG00000169604,ANTXR1,17,6,2
ENSG00000198380,GFPT1,81,60,164
ENSG00000169599,NFU1,57,51,48
ENSG00000115977,AAK1,159,145,186
ENSG00000196975,ANXA4,367,377,329
ENSG00000087338,GMCL1,104,93,79
ENSG00000124380,SNRNP27,77,68,105
ENSG00000059728,MXD1,26,32,40
ENSG00000244617,ASPRV1,11,6,0
ENSG00000169564,PCBP1,987,859,898
ENSG00000115998,C2orf42,26,24,32
ENSG00000116001,TIA1,154,141,141
ENSG00000116005,PCYOX1,661,626,389
ENSG00000143977,SNRPG,406,356,594
ENSG00000035141,FAM136A,204,185,144
ENSG00000163235,TGFA,11,11,8
ENSG00000075340,ADD2,12,21,8
ENSG00000152672,CLEC4F,2,0,0
ENSG00000116031,CD207,1,0,0
ENSG00000116035,VAX2,0,0,0
ENSG00000116039,ATP6V1B1,0,0,0
ENSG00000258881,AC007040.2,7,8,4
ENSG00000144031,ANKRD53,0,0,1
ENSG00000144043,TEX261,134,111,136
ENSG00000124357,NAGK,299,256,313
ENSG00000124370,MCEE,82,77,14
ENSG00000124383,MPHOSPH10,61,45,28
ENSG00000124374,PAIP2B,156,125,28
ENSG00000075292,ZNF638,339,283,282
ENSG00000135636,DYSF,98,80,20
ENSG00000003137,CYP26B1,0,0,0
ENSG00000144036,EXOC6B,63,56,68
ENSG00000116096,SPR,401,327,368
ENSG00000135638,EMX1,5,5,0
ENSG00000144040,SFXN5,374,342,228
ENSG00000135631,RAB11FIP5,32,28,10
ENSG00000214513,NOTO,5,4,12
ENSG00000135632,SMYD5,41,32,60
ENSG00000135617,PRADC1,242,192,71
ENSG00000135624,CCT7,421,350,426
ENSG00000163013,FBXO41,6,3,25
ENSG00000135625,EGR4,0,0,0
ENSG00000116127,ALMS1,18,18,51
ENSG00000144035,NAT8,367,284,451
ENSG00000144034,TPRKB,32,31,58
ENSG00000144048,DUSP11,45,55,65
ENSG00000124356,STAMBP,123,105,53
ENSG00000163017,ACTG2,2,6,6
ENSG00000114956,DGUOK,175,135,254
ENSG00000187605,TET3,9,7,138
ENSG00000163170,BOLA3,80,66,60
ENSG00000114978,MOB1A,159,147,238
ENSG00000065911,MTHFD2,12,9,37
ENSG00000264324,AC006030.1,123,91,187
ENSG00000188687,SLC4A5,11,14,20
ENSG00000204843,DCTN1,301,232,395
ENSG00000159239,C2orf81,13,9,1
ENSG00000005448,WDR54,32,25,28
ENSG00000114993,RTKN,280,230,312
ENSG00000115274,INO80B,45,45,13
ENSG00000274049,INO80B-WBP1,343,292,269
ENSG00000239779,WBP1,328,272,275
ENSG00000115275,MOGS,165,129,179
ENSG00000204822,MRPL53,180,168,127
ENSG00000135637,CCDC142,250,218,199
ENSG00000115282,TTC31,338,301,402
ENSG00000179528,LBX2,35,35,53
ENSG00000115289,PCGF1,53,46,17
ENSG00000115297,TLX2,0,0,0
ENSG00000144045,DQX1,2,3,15
ENSG00000115307,AUP1,624,522,582
ENSG00000115317,HTRA2,97,73,115
ENSG00000115318,LOXL3,36,31,43
ENSG00000115325,DOK1,12,9,3
ENSG00000159374,M1AP,0,4,0
ENSG00000135622,SEMA4F,4,11,18
ENSG00000159399,HK2,2,1,12
ENSG00000115350,POLE4,146,163,175
ENSG00000115363,EVA1A,227,193,136
ENSG00000115364,MRPL19,153,146,60
ENSG00000005436,GCFC2,98,73,56
ENSG00000176204,LRRTM4,17,14,5
ENSG00000143954,REG3G,0,1,0
ENSG00000172023,REG1B,0,0,0
ENSG00000115386,REG1A,0,0,1
ENSG00000172016,REG3A,107,50,2
ENSG00000066032,CTNNA2,0,0,0
ENSG00000162951,LRRTM1,0,0,0
ENSG00000163541,SUCLG1,788,683,270
ENSG00000115423,DNAH6,12,13,30
ENSG00000186854,TRABD2A,31,28,166
ENSG00000034510,TMSB10,890,735,3346
ENSG00000176407,KCMF1,130,122,115
ENSG00000152284,TCF7L1,22,14,138
ENSG00000152291,TGOLN2,1460,1298,1022
ENSG00000042445,RETSAT,510,461,339
ENSG00000115459,ELMOD3,98,73,89
ENSG00000042493,CAPG,32,30,295
ENSG00000152292,SH2D6,10,6,8
ENSG00000168906,MAT2A,285,249,595
ENSG00000115486,GGCX,783,673,722
ENSG00000118640,VAMP8,577,481,548
ENSG00000168899,VAMP5,213,194,270
ENSG00000168894,RNF181,432,346,463
ENSG00000168890,TMEM150A,143,105,94
ENSG00000168883,USP39,80,70,63
ENSG00000168887,C2orf68,224,192,243
ENSG00000168878,SFTPB,5,7,13
ENSG00000115523,GNLY,1,3,3
ENSG00000168874,ATOH8,137,117,0
ENSG00000115525,ST3GAL5,41,35,62
ENSG00000068654,POLR1A,86,78,81
ENSG00000132300,PTCD3,218,180,246
ENSG00000132305,IMMT,244,193,115
ENSG00000132313,MRPL35,144,150,83
ENSG00000068615,REEP1,0,0,0
ENSG00000115548,KDM3A,60,50,75
ENSG00000115561,CHMP3,190,179,233
ENSG00000249884,RNF103-CHMP3,58,66,98
ENSG00000239305,RNF103,160,147,186
ENSG00000153561,RMND5A,580,418,636
ENSG00000153563,CD8A,47,33,53
ENSG00000172116,CD8B,8,19,11
ENSG00000187627,RGPD1,625,546,172
ENSG00000183281,PLGLB1,1418,1279,456
ENSG00000125551,PLGLB2,1002,778,262
ENSG00000185304,RGPD2,727,564,187
ENSG00000172086,KRCC1,64,50,42
ENSG00000115593,SMYD1,0,0,0
ENSG00000163586,FABP1,10020,8185,11094
ENSG00000144115,THNSL2,351,263,73
ENSG00000214336,FOXI3,2,5,1
ENSG00000172071,EIF2AK3,18,26,18
ENSG00000153574,RPIA,16,12,18
ENSG00000259916,AL845331.2,32,16,3
ENSG00000163060,TEKT4,3,2,0
ENSG00000172005,MAL,0,0,0
ENSG00000144029,MRPS5,435,379,350
ENSG00000144026,ZNF514,22,23,31
ENSG00000275111,ZNF2,26,14,19
ENSG00000233757,AC092835.1,0,0,0
ENSG00000155066,PROM2,6,6,8
ENSG00000115041,KCNIP3,12,10,0
ENSG00000115042,FAHD2A,482,428,145
ENSG00000144015,TRIM43,0,0,0
ENSG00000174501,ANKRD36C,86,75,130
ENSG00000186281,GPAT2,5,4,21
ENSG00000274286,ADRA2B,8,6,0
ENSG00000188886,ASTL,0,0,0
ENSG00000158050,DUSP2,12,12,23
ENSG00000084090,STARD7,341,286,409
ENSG00000135956,TMEM127,203,171,174
ENSG00000144021,CIAO1,326,288,197
ENSG00000144028,SNRNP200,270,163,331
ENSG00000198885,ITPRIPL1,9,11,4
ENSG00000121152,NCAPH,7,0,17
ENSG00000163121,NEURL3,3,0,91
ENSG00000196843,ARID5A,113,98,51
ENSG00000114982,KANSL3,110,99,182
ENSG00000249715,FER1L5,13,11,12
ENSG00000114988,LMAN2L,127,96,48
ENSG00000158158,CNNM4,14,12,27
ENSG00000168763,CNNM3,329,264,430
ENSG00000163126,ANKRD23,121,109,129
ENSG00000213337,ANKRD39,131,107,49
ENSG00000168758,SEMA4C,120,98,117
ENSG00000168754,FAM178B,4,2,5
ENSG00000144199,FAHD2B,189,172,50
ENSG00000135976,ANKRD36,82,70,189
ENSG00000196912,ANKRD36B,47,38,119
ENSG00000135940,COX5B,1669,1373,1005
ENSG00000115073,ACTR1B,238,199,113
ENSG00000115085,ZAP70,13,12,27
ENSG00000075568,TMEM131,113,80,157
ENSG00000168658,VWA3B,17,7,13
ENSG00000040933,INPP4A,30,20,114
ENSG00000183513,COA5,113,109,43
ENSG00000115446,UNC50,91,80,19
ENSG00000071073,MGAT4A,33,20,137
ENSG00000196872,KIAA1211L,2,3,0
ENSG00000135951,TSGA10,21,10,11
ENSG00000273045,C2orf15,18,6,18
ENSG00000241962,AC079447.1,65,52,29
ENSG00000144182,LIPT1,13,12,7
ENSG00000273155,AC092587.1,57,50,20
ENSG00000158411,MITD1,90,70,78
ENSG00000185414,MRPL30,134,117,81
ENSG00000185674,LYG2,4,2,22
ENSG00000144214,LYG1,17,16,5
ENSG00000115514,TXNDC9,49,42,65
ENSG00000158417,EIF5B,250,202,363
ENSG00000135945,REV1,50,57,62
ENSG00000144218,AFF3,62,54,49
ENSG00000170500,LONRF2,7,4,21
ENSG00000115526,CHST10,6,4,0
ENSG00000115539,PDCL3,22,30,22
ENSG00000170485,NPAS2,65,57,107
ENSG00000071082,RPL31,2189,1752,2198
ENSG00000204634,TBC1D8,185,130,138
ENSG00000158435,CNOT11,83,97,234
ENSG00000163162,RNF149,761,658,1601
ENSG00000175874,CREG2,10,8,9
ENSG00000196460,RFX8,0,0,0
ENSG00000071054,MAP4K4,103,90,348
ENSG00000115590,IL1R2,16,16,44
ENSG00000115594,IL1R1,329,216,151
ENSG00000115598,IL1RL2,4,5,4
ENSG00000115602,IL1RL1,24,14,0
ENSG00000115604,IL18R1,10,5,24
ENSG00000180251,SLC9A4,59,50,63
ENSG00000115616,SLC9A2,0,0,0
ENSG00000135953,MFSD9,128,141,58
ENSG00000170417,TMEM182,48,49,51
ENSG00000198914,POU3F3,0,0,0
ENSG00000135972,MRPS9,96,82,42
ENSG00000135966,TGFBRAP1,91,74,46
ENSG00000135974,C2orf49,53,40,33
ENSG00000115641,FHL2,99,89,31
ENSG00000071051,NCK2,5,10,47
ENSG00000119147,C2orf40,0,0,0
ENSG00000115652,UXS1,40,33,111
ENSG00000153165,RGPD3,210,147,102
ENSG00000144057,ST6GAL2,13,11,7
ENSG00000196862,RGPD4,52,21,38
ENSG00000115665,SLC5A7,0,0,0
ENSG00000196228,SULT1C3,0,0,0
ENSG00000198203,SULT1C2,20,9,196
ENSG00000198075,SULT1C4,7,4,13
ENSG00000135968,GCC2,326,236,325
ENSG00000169756,LIMS1,114,106,206
ENSG00000153201,RANBP2,203,187,185
ENSG00000163006,CCDC138,18,14,7
ENSG00000135960,EDAR,3,10,0
ENSG00000172985,SH3RF3,1,1,5
ENSG00000186522,10-Sep,159,134,101
ENSG00000198142,SOWAHC,203,180,133
ENSG00000015568,RGPD5,182,143,223
ENSG00000256977,LIMS3,7,4,5
ENSG00000144063,MALL,19,20,11
ENSG00000144061,NPHP1,19,17,11
ENSG00000175701,LINC00116,125,96,66
ENSG00000257207,AC112229.3,19,12,7
ENSG00000256671,LIMS4,10,5,1
ENSG00000183054,RGPD6,141,139,169
ENSG00000169679,BUB1,2,3,2
ENSG00000153093,ACOXL,2,3,3
ENSG00000153094,BCL2L11,85,66,118
ENSG00000153107,ANAPC1,105,77,240
ENSG00000153208,MERTK,53,30,18
ENSG00000153214,TMEM87B,27,22,16
ENSG00000144152,FBLN7,55,45,56
ENSG00000144161,ZC3H8,61,52,94
ENSG00000188177,ZC3H6,59,50,52
ENSG00000169629,RGPD8,63,49,78
ENSG00000114999,TTL,85,79,77
ENSG00000125630,POLR1B,65,54,23
ENSG00000125611,CHCHD5,184,143,103
ENSG00000144136,SLC20A1,185,165,203
ENSG00000144130,NT5DC4,0,0,2
ENSG00000169607,CKAP2L,5,2,20
ENSG00000115008,IL1A,0,0,2
ENSG00000125538,IL1B,22,23,17
ENSG00000125571,IL37,0,0,1
ENSG00000136689,IL1RN,401,349,1198
ENSG00000125637,PSD4,338,255,308
ENSG00000125618,PAX8,13,7,14
ENSG00000136682,CBWD2,109,92,25
ENSG00000184492,FOXD4L1,0,0,0
ENSG00000144134,RABL2A,33,42,50
ENSG00000115084,SLC35F5,136,104,92
ENSG00000115091,ACTR3,76,79,118
ENSG00000175497,DPP10,1,1,0
ENSG00000088205,DDX18,159,112,156
ENSG00000125633,CCDC93,75,63,52
ENSG00000125629,INSIG2,95,86,13
ENSG00000163064,EN1,0,0,0
ENSG00000019169,MARCO,163,138,0
ENSG00000115107,STEAP3,731,613,23
ENSG00000186132,C2orf76,15,12,1
ENSG00000155368,DBI,1695,1464,2361
ENSG00000171227,TMEM37,591,528,274
ENSG00000080293,SCTR,7,4,3
ENSG00000163075,CFAP221,29,25,61
ENSG00000144120,TMEM177,158,96,32
ENSG00000088179,PTPN4,60,39,48
ENSG00000115109,EPB41L5,220,213,120
ENSG00000226479,TMEM185B,7,9,11
ENSG00000144118,RALB,18,16,6
ENSG00000163083,INHBB,29,21,81
ENSG00000074047,GLI2,0,2,0
ENSG00000115112,TFCP2L1,13,7,1
ENSG00000074054,CLASP1,50,29,50
ENSG00000155438,NIFK,65,49,34
ENSG00000211460,TSN,98,87,168
ENSG00000155052,CNTNAP5,0,3,2
ENSG00000136732,GYPC,69,65,50
ENSG00000136717,BIN1,228,201,96
ENSG00000186684,CYP27C1,18,12,24
ENSG00000163161,ERCC3,58,53,182
ENSG00000169967,MAP3K2,360,270,162
ENSG00000115718,PROC,2467,1991,1953
ENSG00000163166,IWS1,76,57,85
ENSG00000169994,MYO7B,4,3,4
ENSG00000072163,LIMS2,367,265,350
ENSG00000144230,GPR17,21,11,3
ENSG00000136709,WDR33,201,185,210
ENSG00000173349,SFT2D3,30,24,13
ENSG00000144231,POLR2D,62,54,173
ENSG00000144233,AMMECR1L,47,37,42
ENSG00000136715,SAP130,52,32,98
ENSG00000136731,UGGT1,178,154,230
ENSG00000136720,HS6ST1,190,178,355
ENSG00000222014,RAB6C,37,36,24
ENSG00000196604,POTEF,17,25,11
ENSG00000152076,CCDC74B,0,0,0
ENSG00000136699,SMPD4,297,280,291
ENSG00000152082,MZT2B,419,371,418
ENSG00000152086,TUBA3E,0,0,0
ENSG00000136710,CCDC115,60,53,66
ENSG00000136718,IMP4,203,161,137
ENSG00000072135,PTPN18,288,282,126
ENSG00000196834,POTEI,44,30,41
ENSG00000152093,CFC1B,0,0,0
ENSG00000183292,TISP43,6,6,7
ENSG00000136698,CFC1,0,0,0
ENSG00000222038,POTEJ,38,32,21
ENSG00000178171,AMER3,4,3,1
ENSG00000136002,ARHGEF4,19,7,16
ENSG00000152102,FAM168B,188,139,139
ENSG00000115762,PLEKHB2,270,191,172
ENSG00000188219,POTEE,35,30,24
ENSG00000173272,MZT2A,203,162,285
ENSG00000075886,TUBA3D,1,1,0
ENSG00000163040,CCDC74A,4,2,2
ENSG00000163046,ANKRD30BL,32,25,16
ENSG00000183840,GPR39,6,2,95
ENSG00000150551,LYPD1,2,3,127
ENSG00000176771,NCKAP5,81,82,40
ENSG00000152127,MGAT5,54,63,39
ENSG00000152128,TMEM163,0,0,0
ENSG00000153086,ACMSD,334,296,116
ENSG00000082258,CCNT2,157,136,125
ENSG00000115839,RAB3GAP1,102,94,119
ENSG00000121988,ZRANB3,17,23,57
ENSG00000048991,R3HDM1,53,45,114
ENSG00000144224,UBXN4,559,454,439
ENSG00000115850,LCT,0,0,0
ENSG00000076003,MCM6,18,14,40
ENSG00000115866,DARS,343,317,320
ENSG00000121966,CXCR4,96,94,119
ENSG00000144229,THSD7B,0,0,0
ENSG00000150540,HNMT,419,365,128
ENSG00000144228,SPOPL,20,19,50
ENSG00000144227,NXPH2,0,0,0
ENSG00000168702,LRP1B,0,0,0
ENSG00000115919,KYNU,279,256,149
ENSG00000075884,ARHGAP15,73,69,20
ENSG00000121964,GTDC1,79,57,43
ENSG00000169554,ZEB2,110,106,57
ENSG00000121989,ACVR2A,81,64,95
ENSG00000115947,ORC4,295,263,323
ENSG00000204406,MBD5,36,34,14
ENSG00000135999,EPC2,49,37,41
ENSG00000168280,KIF5C,26,15,8
ENSG00000150556,LYPD6B,0,0,0
ENSG00000187123,LYPD6,0,0,0
ENSG00000168288,MMADHC,269,230,110
ENSG00000115963,RND3,321,271,81
ENSG00000184898,RBM43,48,52,32
ENSG00000123609,NMI,81,56,48
ENSG00000123610,TNFAIP6,0,0,2
ENSG00000080345,RIF1,139,99,264
ENSG00000183091,NEB,14,12,59
ENSG00000162980,ARL5A,297,249,179
ENSG00000182389,CACNB4,7,9,4
ENSG00000115145,STAM2,35,32,57
ENSG00000157827,FMNL2,33,39,32
ENSG00000196504,PRPF40A,254,217,288
ENSG00000177917,ARL6IP6,13,11,49
ENSG00000144278,GALNT13,0,0,4
ENSG00000162989,KCNJ3,27,32,43
ENSG00000153234,NR4A2,36,20,107
ENSG00000115159,GPD2,14,11,20
ENSG00000136542,GALNT5,0,0,0
ENSG00000136541,ERMN,0,2,3
ENSG00000115165,CYTIP,5,2,3
ENSG00000123612,ACVR1C,31,23,0
ENSG00000115170,ACVR1,16,17,53
ENSG00000007001,UPP2,56,27,0
ENSG00000153237,CCDC148,9,6,0
ENSG00000144283,PKP4,256,201,245
ENSG00000163331,DAPL1,46,35,13
ENSG00000115183,TANC1,69,60,57
ENSG00000196151,WDSUB1,29,19,29
ENSG00000123636,BAZ2B,282,244,238
ENSG00000136536,7-Mar,648,588,316
ENSG00000241399,CD302,824,726,338
ENSG00000248672,LY75-CD302,265,231,127
ENSG00000054219,LY75,6,18,8
ENSG00000153246,PLA2R1,7,9,8
ENSG00000115221,ITGB6,0,0,1
ENSG00000153250,RBMS1,111,73,52
ENSG00000136560,TANK,144,91,100
ENSG00000115233,PSMD14,180,157,98
ENSG00000136535,TBR1,0,1,0
ENSG00000144290,SLC4A10,0,3,0
ENSG00000197635,DPP4,193,175,293
ENSG00000115263,GCG,0,0,0
ENSG00000078098,FAP,5,4,0
ENSG00000115267,IFIH1,139,123,24
ENSG00000115271,GCA,27,25,20
ENSG00000184611,KCNH7,2,1,0
ENSG00000182263,FIGN,109,97,21
ENSG00000115290,GRB14,233,186,24
ENSG00000082438,COBLL1,835,718,510
ENSG00000169507,SLC38A11,11,9,3
ENSG00000153253,SCN3A,2,1,1
ENSG00000136531,SCN2A,11,7,0
ENSG00000178662,CSRNP3,5,6,0
ENSG00000115339,GALNT3,1,2,29
ENSG00000123607,TTC21B,40,29,47
ENSG00000144285,SCN1A,9,5,0
ENSG00000169432,SCN9A,142,154,34
ENSG00000136546,SCN7A,10,10,6
ENSG00000163092,XIRP2,0,0,0
ENSG00000172318,B3GALT1,13,84,20
ENSG00000198648,STK39,0,2,18
ENSG00000172292,CERS6,120,97,159
ENSG00000163072,NOSTRIN,34,21,29
ENSG00000152253,SPC25,41,27,43
ENSG00000152254,G6PC2,0,0,0
ENSG00000073734,ABCB11,102,103,102
ENSG00000073737,DHRS9,8,10,5
ENSG00000081479,LRP2,8,7,6
ENSG00000163093,BBS5,39,35,35
ENSG00000251569,AC093899.2,0,0,0
ENSG00000239474,KLHL41,0,0,0
ENSG00000138399,FASTKD1,56,44,70
ENSG00000138398,PPIG,278,242,241
ENSG00000154479,CCDC173,0,0,4
ENSG00000144362,PHOSPHO2,3,6,27
ENSG00000213160,KLHL23,31,18,140
ENSG00000138385,SSB,194,189,170
ENSG00000138382,METTL5,135,125,158
ENSG00000144357,UBR3,192,166,141
ENSG00000071909,MYO3B,13,8,22
ENSG00000204335,SP5,1,0,10
ENSG00000204334,ERICH2,0,0,9
ENSG00000128683,GAD1,0,0,0
ENSG00000115806,GORASP2,155,137,126
ENSG00000198586,TLK1,190,187,249
ENSG00000123600,METTL8,56,43,53
ENSG00000115827,DCAF17,57,55,47
ENSG00000071967,CYBRD1,27,20,19
ENSG00000077380,DYNC1I2,179,145,130
ENSG00000115840,SLC25A12,7,5,9
ENSG00000128708,HAT1,90,61,100
ENSG00000172878,METAP1D,18,26,6
ENSG00000144355,DLX1,0,0,0
ENSG00000115844,DLX2,0,0,0
ENSG00000091409,ITGA6,102,85,435
ENSG00000152256,PDK1,39,48,54
ENSG00000091428,RAPGEF4,33,28,42
ENSG00000091436,MAP3K20,327,303,144
ENSG00000144354,CDCA7,0,0,24
ENSG00000172845,SP3,106,102,146
ENSG00000138430,OLA1,114,97,109
ENSG00000217236,SP9,0,0,0
ENSG00000138433,CIR1,115,89,66
ENSG00000144306,SCRN3,110,85,33
ENSG00000163328,GPR155,130,109,82
ENSG00000115935,WIPF1,54,40,70
ENSG00000138435,CHRNA1,0,0,0
ENSG00000128656,CHN1,1,1,1
ENSG00000115966,ATF2,52,45,46
ENSG00000154518,ATP5G3,1900,1570,691
ENSG00000144320,LNPK,109,88,74
ENSG00000174279,EVX2,0,0,0
ENSG00000128714,HOXD13,0,0,0
ENSG00000128713,HOXD11,0,4,0
ENSG00000128710,HOXD10,0,0,0
ENSG00000128709,HOXD9,0,0,8
ENSG00000175879,HOXD8,0,0,1
ENSG00000128652,HOXD3,0,0,0
ENSG00000278500,AC009336.2,0,0,0
ENSG00000170166,HOXD4,0,0,0
ENSG00000128645,HOXD1,0,0,0
ENSG00000128654,MTX2,81,71,23
ENSG00000170144,HNRNPA3,411,323,498
ENSG00000116044,NFE2L2,232,180,134
ENSG00000018510,AGPS,45,46,90
ENSG00000196659,TTC30B,6,7,0
ENSG00000197557,TTC30A,3,3,1
ENSG00000128655,PDE11A,51,123,45
ENSG00000155636,RBM45,21,13,14
ENSG00000079156,OSBPL6,8,18,63
ENSG00000180228,PRKRA,76,45,30
ENSG00000204311,DFNB59,7,5,14
ENSG00000079150,FKBP7,36,28,6
ENSG00000116095,PLEKHA3,101,118,73
ENSG00000155657,TTN,71,58,42
ENSG00000163492,CCDC141,14,16,2
ENSG00000187231,SESTD1,84,67,37
ENSG00000144331,ZNF385B,139,110,4
ENSG00000163510,CWC22,35,29,26
ENSG00000170035,UBE2E3,143,160,257
ENSG00000115232,ITGA4,10,8,11
ENSG00000188452,CERKL,8,4,49
ENSG00000162992,NEUROD1,1,7,0
ENSG00000138434,SSFA2,235,243,373
ENSG00000150722,PPP1R1C,17,19,33
ENSG00000115252,PDE1A,14,22,3
ENSG00000077232,DNAJC10,265,240,128
ENSG00000162998,FRZB,1,2,13
ENSG00000061676,NCKAP1,163,141,202
ENSG00000162999,DUSP19,21,12,14
ENSG00000163002,NUP35,20,20,22
ENSG00000170396,ZNF804A,0,0,0
ENSG00000188738,FSIP2,213,146,258
ENSG00000065548,ZC3H15,169,160,227
ENSG00000138448,ITGAV,102,77,84
ENSG00000144369,FAM171B,0,0,0
ENSG00000064989,CALCRL,107,72,16
ENSG00000003436,TFPI,1105,974,753
ENSG00000144366,GULP1,7,4,6
ENSG00000168542,COL3A1,258,197,8
ENSG00000204262,COL5A2,18,10,51
ENSG00000115368,WDR75,152,112,91
ENSG00000138449,SLC40A1,688,667,331
ENSG00000138381,ASNSD1,123,113,78
ENSG00000151687,ANKAR,44,36,43
ENSG00000128694,OSGEPL1,33,27,54
ENSG00000128699,ORMDL1,108,77,74
ENSG00000064933,PMS1,32,19,91
ENSG00000187699,C2orf88,32,32,5
ENSG00000138379,MSTN,0,0,0
ENSG00000198130,HIBCH,194,160,88
ENSG00000151689,INPP1,146,118,25
ENSG00000151690,MFSD6,33,20,55
ENSG00000189362,NEMP2,0,0,19
ENSG00000138386,NAB1,101,92,290
ENSG00000115419,GLS,75,73,85
ENSG00000115415,STAT1,360,303,1231
ENSG00000138378,STAT4,15,8,17
ENSG00000128641,MYO1B,1001,746,257
ENSG00000173559,NABP1,99,70,62
ENSG00000168497,CAVIN2,99,67,0
ENSG00000144339,TMEFF2,0,0,3
ENSG00000196950,SLC39A10,12,9,38
ENSG00000118997,DNAH7,6,8,16
